,ID,EXPECTED_RESULT,EXPECTED_TEXT,IDEA,TYPE,PATH,UUID,AGE_RANGE,FIRST_LANGUAGE,GENDER
1066,stop,1,stop,7,NEUTRAL,/Users/Tobias/Desktop/Bachelorarbeit/Code/VoiceControll/Auswertung/data/soundfiles/115382ba-3712-4dac-b10e-0e97b9ff5c6c_2020-08-19_20-07-54/115382ba-3712-4dac-b10e-0e97b9ff5c6c_2020-08-19_20-07-54_stop.wav,115382ba-3712-4dac-b10e-0e97b9ff5c6c_2020-08-19_20-07-54,34-37,polish,male
1067,right_away,0,right away,7,RIGHT,/Users/Tobias/Desktop/Bachelorarbeit/Code/VoiceControll/Auswertung/data/soundfiles/115382ba-3712-4dac-b10e-0e97b9ff5c6c_2020-08-19_20-07-54/115382ba-3712-4dac-b10e-0e97b9ff5c6c_2020-08-19_20-07-54_right_away.wav,115382ba-3712-4dac-b10e-0e97b9ff5c6c_2020-08-19_20-07-54,34-37,polish,male
1068,go_left,1,go left,3,LEFT,/Users/Tobias/Desktop/Bachelorarbeit/Code/VoiceControll/Auswertung/data/soundfiles/115382ba-3712-4dac-b10e-0e97b9ff5c6c_2020-08-19_20-07-54/115382ba-3712-4dac-b10e-0e97b9ff5c6c_2020-08-19_20-07-54_go_left.wav,115382ba-3712-4dac-b10e-0e97b9ff5c6c_2020-08-19_20-07-54,34-37,polish,male
1069,straightforward,0,straightforward,7,FORWARD,/Users/Tobias/Desktop/Bachelorarbeit/Code/VoiceControll/Auswertung/data/soundfiles/115382ba-3712-4dac-b10e-0e97b9ff5c6c_2020-08-19_20-07-54/115382ba-3712-4dac-b10e-0e97b9ff5c6c_2020-08-19_20-07-54_straightforward.wav,115382ba-3712-4dac-b10e-0e97b9ff5c6c_2020-08-19_20-07-54,34-37,polish,male
1070,turn_left,1,turn left,3,LEFT,/Users/Tobias/Desktop/Bachelorarbeit/Code/VoiceControll/Auswertung/data/soundfiles/115382ba-3712-4dac-b10e-0e97b9ff5c6c_2020-08-19_20-07-54/115382ba-3712-4dac-b10e-0e97b9ff5c6c_2020-08-19_20-07-54_turn_left.wav,115382ba-3712-4dac-b10e-0e97b9ff5c6c_2020-08-19_20-07-54,34-37,polish,male
1071,go_back,1,go back,7,NEUTRAL,/Users/Tobias/Desktop/Bachelorarbeit/Code/VoiceControll/Auswertung/data/soundfiles/115382ba-3712-4dac-b10e-0e97b9ff5c6c_2020-08-19_20-07-54/115382ba-3712-4dac-b10e-0e97b9ff5c6c_2020-08-19_20-07-54_go_back.wav,115382ba-3712-4dac-b10e-0e97b9ff5c6c_2020-08-19_20-07-54,34-37,polish,male
1072,turn_right,0,turn right,3,RIGHT,/Users/Tobias/Desktop/Bachelorarbeit/Code/VoiceControll/Auswertung/data/soundfiles/115382ba-3712-4dac-b10e-0e97b9ff5c6c_2020-08-19_20-07-54/115382ba-3712-4dac-b10e-0e97b9ff5c6c_2020-08-19_20-07-54_turn_right.wav,115382ba-3712-4dac-b10e-0e97b9ff5c6c_2020-08-19_20-07-54,34-37,polish,male
1073,scan_right,0,scan right,7,RIGHT,/Users/Tobias/Desktop/Bachelorarbeit/Code/VoiceControll/Auswertung/data/soundfiles/115382ba-3712-4dac-b10e-0e97b9ff5c6c_2020-08-19_20-07-54/115382ba-3712-4dac-b10e-0e97b9ff5c6c_2020-08-19_20-07-54_scan_right.wav,115382ba-3712-4dac-b10e-0e97b9ff5c6c_2020-08-19_20-07-54,34-37,polish,male
1074,clefting,0,clefting,2,LEFT,/Users/Tobias/Desktop/Bachelorarbeit/Code/VoiceControll/Auswertung/data/soundfiles/115382ba-3712-4dac-b10e-0e97b9ff5c6c_2020-08-19_20-07-54/115382ba-3712-4dac-b10e-0e97b9ff5c6c_2020-08-19_20-07-54_clefting.wav,115382ba-3712-4dac-b10e-0e97b9ff5c6c_2020-08-19_20-07-54,34-37,polish,male
1075,don_t_go_right,0,don't go right,6,RIGHT,/Users/Tobias/Desktop/Bachelorarbeit/Code/VoiceControll/Auswertung/data/soundfiles/115382ba-3712-4dac-b10e-0e97b9ff5c6c_2020-08-19_20-07-54/115382ba-3712-4dac-b10e-0e97b9ff5c6c_2020-08-19_20-07-54_don_t_go_right.wav,115382ba-3712-4dac-b10e-0e97b9ff5c6c_2020-08-19_20-07-54,34-37,polish,male
1076,right_hander,0,right-hander,4,RIGHT,/Users/Tobias/Desktop/Bachelorarbeit/Code/VoiceControll/Auswertung/data/soundfiles/115382ba-3712-4dac-b10e-0e97b9ff5c6c_2020-08-19_20-07-54/115382ba-3712-4dac-b10e-0e97b9ff5c6c_2020-08-19_20-07-54_right_hander.wav,115382ba-3712-4dac-b10e-0e97b9ff5c6c_2020-08-19_20-07-54,34-37,polish,male
1077,do_a_barrel_roll,1,do a barrel roll,7,NEUTRAL,/Users/Tobias/Desktop/Bachelorarbeit/Code/VoiceControll/Auswertung/data/soundfiles/115382ba-3712-4dac-b10e-0e97b9ff5c6c_2020-08-19_20-07-54/115382ba-3712-4dac-b10e-0e97b9ff5c6c_2020-08-19_20-07-54_do_a_barrel_roll.wav,115382ba-3712-4dac-b10e-0e97b9ff5c6c_2020-08-19_20-07-54,34-37,polish,male
1078,drive_ahead,0,drive ahead,9,FORWARD,/Users/Tobias/Desktop/Bachelorarbeit/Code/VoiceControll/Auswertung/data/soundfiles/115382ba-3712-4dac-b10e-0e97b9ff5c6c_2020-08-19_20-07-54/115382ba-3712-4dac-b10e-0e97b9ff5c6c_2020-08-19_20-07-54_drive_ahead.wav,115382ba-3712-4dac-b10e-0e97b9ff5c6c_2020-08-19_20-07-54,34-37,polish,male
1079,backwardness,0,backwardness,7,BACKWARD,/Users/Tobias/Desktop/Bachelorarbeit/Code/VoiceControll/Auswertung/data/soundfiles/115382ba-3712-4dac-b10e-0e97b9ff5c6c_2020-08-19_20-07-54/115382ba-3712-4dac-b10e-0e97b9ff5c6c_2020-08-19_20-07-54_backwardness.wav,115382ba-3712-4dac-b10e-0e97b9ff5c6c_2020-08-19_20-07-54,34-37,polish,male
1080,go_forward,1,go forward,3,FORWARD,/Users/Tobias/Desktop/Bachelorarbeit/Code/VoiceControll/Auswertung/data/soundfiles/115382ba-3712-4dac-b10e-0e97b9ff5c6c_2020-08-19_20-07-54/115382ba-3712-4dac-b10e-0e97b9ff5c6c_2020-08-19_20-07-54_go_forward.wav,115382ba-3712-4dac-b10e-0e97b9ff5c6c_2020-08-19_20-07-54,34-37,polish,male
1081,go_away,1,go away,7,NEUTRAL,/Users/Tobias/Desktop/Bachelorarbeit/Code/VoiceControll/Auswertung/data/soundfiles/115382ba-3712-4dac-b10e-0e97b9ff5c6c_2020-08-19_20-07-54/115382ba-3712-4dac-b10e-0e97b9ff5c6c_2020-08-19_20-07-54_go_away.wav,115382ba-3712-4dac-b10e-0e97b9ff5c6c_2020-08-19_20-07-54,34-37,polish,male
1082,left_hander,0,left-hander,4,LEFT,/Users/Tobias/Desktop/Bachelorarbeit/Code/VoiceControll/Auswertung/data/soundfiles/115382ba-3712-4dac-b10e-0e97b9ff5c6c_2020-08-19_20-07-54/115382ba-3712-4dac-b10e-0e97b9ff5c6c_2020-08-19_20-07-54_left_hander.wav,115382ba-3712-4dac-b10e-0e97b9ff5c6c_2020-08-19_20-07-54,34-37,polish,male
1083,right_left,0,right left,0,RIGHT,/Users/Tobias/Desktop/Bachelorarbeit/Code/VoiceControll/Auswertung/data/soundfiles/115382ba-3712-4dac-b10e-0e97b9ff5c6c_2020-08-19_20-07-54/115382ba-3712-4dac-b10e-0e97b9ff5c6c_2020-08-19_20-07-54_right_left.wav,115382ba-3712-4dac-b10e-0e97b9ff5c6c_2020-08-19_20-07-54,34-37,polish,male
1084,go_on,1,go on,7,NEUTRAL,/Users/Tobias/Desktop/Bachelorarbeit/Code/VoiceControll/Auswertung/data/soundfiles/115382ba-3712-4dac-b10e-0e97b9ff5c6c_2020-08-19_20-07-54/115382ba-3712-4dac-b10e-0e97b9ff5c6c_2020-08-19_20-07-54_go_on.wav,115382ba-3712-4dac-b10e-0e97b9ff5c6c_2020-08-19_20-07-54,34-37,polish,male
1085,left,1,left,5,LEFT,/Users/Tobias/Desktop/Bachelorarbeit/Code/VoiceControll/Auswertung/data/soundfiles/115382ba-3712-4dac-b10e-0e97b9ff5c6c_2020-08-19_20-07-54/115382ba-3712-4dac-b10e-0e97b9ff5c6c_2020-08-19_20-07-54_left.wav,115382ba-3712-4dac-b10e-0e97b9ff5c6c_2020-08-19_20-07-54,34-37,polish,male
1086,byte,0,byte,8,RIGHT,/Users/Tobias/Desktop/Bachelorarbeit/Code/VoiceControll/Auswertung/data/soundfiles/115382ba-3712-4dac-b10e-0e97b9ff5c6c_2020-08-19_20-07-54/115382ba-3712-4dac-b10e-0e97b9ff5c6c_2020-08-19_20-07-54_byte.wav,115382ba-3712-4dac-b10e-0e97b9ff5c6c_2020-08-19_20-07-54,34-37,polish,male
1087,felt,0,felt,1,LEFT,/Users/Tobias/Desktop/Bachelorarbeit/Code/VoiceControll/Auswertung/data/soundfiles/115382ba-3712-4dac-b10e-0e97b9ff5c6c_2020-08-19_20-07-54/115382ba-3712-4dac-b10e-0e97b9ff5c6c_2020-08-19_20-07-54_felt.wav,115382ba-3712-4dac-b10e-0e97b9ff5c6c_2020-08-19_20-07-54,34-37,polish,male
1088,scan_left,0,scan left,7,LEFT,/Users/Tobias/Desktop/Bachelorarbeit/Code/VoiceControll/Auswertung/data/soundfiles/115382ba-3712-4dac-b10e-0e97b9ff5c6c_2020-08-19_20-07-54/115382ba-3712-4dac-b10e-0e97b9ff5c6c_2020-08-19_20-07-54_scan_left.wav,115382ba-3712-4dac-b10e-0e97b9ff5c6c_2020-08-19_20-07-54,34-37,polish,male
1089,backward,1,backward,5,BACKWARD,/Users/Tobias/Desktop/Bachelorarbeit/Code/VoiceControll/Auswertung/data/soundfiles/115382ba-3712-4dac-b10e-0e97b9ff5c6c_2020-08-19_20-07-54/115382ba-3712-4dac-b10e-0e97b9ff5c6c_2020-08-19_20-07-54_backward.wav,115382ba-3712-4dac-b10e-0e97b9ff5c6c_2020-08-19_20-07-54,34-37,polish,male
1090,drive_left,1,drive left,3,LEFT,/Users/Tobias/Desktop/Bachelorarbeit/Code/VoiceControll/Auswertung/data/soundfiles/115382ba-3712-4dac-b10e-0e97b9ff5c6c_2020-08-19_20-07-54/115382ba-3712-4dac-b10e-0e97b9ff5c6c_2020-08-19_20-07-54_drive_left.wav,115382ba-3712-4dac-b10e-0e97b9ff5c6c_2020-08-19_20-07-54,34-37,polish,male
1091,leftmost,0,leftmost,4,LEFT,/Users/Tobias/Desktop/Bachelorarbeit/Code/VoiceControll/Auswertung/data/soundfiles/115382ba-3712-4dac-b10e-0e97b9ff5c6c_2020-08-19_20-07-54/115382ba-3712-4dac-b10e-0e97b9ff5c6c_2020-08-19_20-07-54_leftmost.wav,115382ba-3712-4dac-b10e-0e97b9ff5c6c_2020-08-19_20-07-54,34-37,polish,male
1092,move_backward,1,move backward,3,BACKWARD,/Users/Tobias/Desktop/Bachelorarbeit/Code/VoiceControll/Auswertung/data/soundfiles/115382ba-3712-4dac-b10e-0e97b9ff5c6c_2020-08-19_20-07-54/115382ba-3712-4dac-b10e-0e97b9ff5c6c_2020-08-19_20-07-54_move_backward.wav,115382ba-3712-4dac-b10e-0e97b9ff5c6c_2020-08-19_20-07-54,34-37,polish,male
1093,manufactured,0,manufactured,8,BACKWARD,/Users/Tobias/Desktop/Bachelorarbeit/Code/VoiceControll/Auswertung/data/soundfiles/115382ba-3712-4dac-b10e-0e97b9ff5c6c_2020-08-19_20-07-54/115382ba-3712-4dac-b10e-0e97b9ff5c6c_2020-08-19_20-07-54_manufactured.wav,115382ba-3712-4dac-b10e-0e97b9ff5c6c_2020-08-19_20-07-54,34-37,polish,male
1094,go_right,1,go right,3,RIGHT,/Users/Tobias/Desktop/Bachelorarbeit/Code/VoiceControll/Auswertung/data/soundfiles/115382ba-3712-4dac-b10e-0e97b9ff5c6c_2020-08-19_20-07-54/115382ba-3712-4dac-b10e-0e97b9ff5c6c_2020-08-19_20-07-54_go_right.wav,115382ba-3712-4dac-b10e-0e97b9ff5c6c_2020-08-19_20-07-54,34-37,polish,male
1095,drive_forward,1,drive forward,3,FORWARD,/Users/Tobias/Desktop/Bachelorarbeit/Code/VoiceControll/Auswertung/data/soundfiles/115382ba-3712-4dac-b10e-0e97b9ff5c6c_2020-08-19_20-07-54/115382ba-3712-4dac-b10e-0e97b9ff5c6c_2020-08-19_20-07-54_drive_forward.wav,115382ba-3712-4dac-b10e-0e97b9ff5c6c_2020-08-19_20-07-54,34-37,polish,male
1096,theft,0,theft,8,LEFT,/Users/Tobias/Desktop/Bachelorarbeit/Code/VoiceControll/Auswertung/data/soundfiles/115382ba-3712-4dac-b10e-0e97b9ff5c6c_2020-08-19_20-07-54/115382ba-3712-4dac-b10e-0e97b9ff5c6c_2020-08-19_20-07-54_theft.wav,115382ba-3712-4dac-b10e-0e97b9ff5c6c_2020-08-19_20-07-54,34-37,polish,male
1097,forwardness,0,forwardness,7,FORWARD,/Users/Tobias/Desktop/Bachelorarbeit/Code/VoiceControll/Auswertung/data/soundfiles/115382ba-3712-4dac-b10e-0e97b9ff5c6c_2020-08-19_20-07-54/115382ba-3712-4dac-b10e-0e97b9ff5c6c_2020-08-19_20-07-54_forwardness.wav,115382ba-3712-4dac-b10e-0e97b9ff5c6c_2020-08-19_20-07-54,34-37,polish,male
1098,your_word,0,your word,9,FORWARD,/Users/Tobias/Desktop/Bachelorarbeit/Code/VoiceControll/Auswertung/data/soundfiles/115382ba-3712-4dac-b10e-0e97b9ff5c6c_2020-08-19_20-07-54/115382ba-3712-4dac-b10e-0e97b9ff5c6c_2020-08-19_20-07-54_your_word.wav,115382ba-3712-4dac-b10e-0e97b9ff5c6c_2020-08-19_20-07-54,34-37,polish,male
1099,drive_backward,1,drive backward,3,BACKWARD,/Users/Tobias/Desktop/Bachelorarbeit/Code/VoiceControll/Auswertung/data/soundfiles/115382ba-3712-4dac-b10e-0e97b9ff5c6c_2020-08-19_20-07-54/115382ba-3712-4dac-b10e-0e97b9ff5c6c_2020-08-19_20-07-54_drive_backward.wav,115382ba-3712-4dac-b10e-0e97b9ff5c6c_2020-08-19_20-07-54,34-37,polish,male
1100,forward,1,forward,5,FORWARD,/Users/Tobias/Desktop/Bachelorarbeit/Code/VoiceControll/Auswertung/data/soundfiles/115382ba-3712-4dac-b10e-0e97b9ff5c6c_2020-08-19_20-07-54/115382ba-3712-4dac-b10e-0e97b9ff5c6c_2020-08-19_20-07-54_forward.wav,115382ba-3712-4dac-b10e-0e97b9ff5c6c_2020-08-19_20-07-54,34-37,polish,male
1101,don_t_go_forward,0,don't go forward,6,FORWARD,/Users/Tobias/Desktop/Bachelorarbeit/Code/VoiceControll/Auswertung/data/soundfiles/115382ba-3712-4dac-b10e-0e97b9ff5c6c_2020-08-19_20-07-54/115382ba-3712-4dac-b10e-0e97b9ff5c6c_2020-08-19_20-07-54_don_t_go_forward.wav,115382ba-3712-4dac-b10e-0e97b9ff5c6c_2020-08-19_20-07-54,34-37,polish,male
1102,rightmost,0,rightmost,4,RIGHT,/Users/Tobias/Desktop/Bachelorarbeit/Code/VoiceControll/Auswertung/data/soundfiles/115382ba-3712-4dac-b10e-0e97b9ff5c6c_2020-08-19_20-07-54/115382ba-3712-4dac-b10e-0e97b9ff5c6c_2020-08-19_20-07-54_rightmost.wav,115382ba-3712-4dac-b10e-0e97b9ff5c6c_2020-08-19_20-07-54,34-37,polish,male
1103,left_right,0,left right,0,LEFT,/Users/Tobias/Desktop/Bachelorarbeit/Code/VoiceControll/Auswertung/data/soundfiles/115382ba-3712-4dac-b10e-0e97b9ff5c6c_2020-08-19_20-07-54/115382ba-3712-4dac-b10e-0e97b9ff5c6c_2020-08-19_20-07-54_left_right.wav,115382ba-3712-4dac-b10e-0e97b9ff5c6c_2020-08-19_20-07-54,34-37,polish,male
1104,don_t_go_backward,0,don't go backward,6,BACKWARD,/Users/Tobias/Desktop/Bachelorarbeit/Code/VoiceControll/Auswertung/data/soundfiles/115382ba-3712-4dac-b10e-0e97b9ff5c6c_2020-08-19_20-07-54/115382ba-3712-4dac-b10e-0e97b9ff5c6c_2020-08-19_20-07-54_don_t_go_backward.wav,115382ba-3712-4dac-b10e-0e97b9ff5c6c_2020-08-19_20-07-54,34-37,polish,male
1105,move_right,1,move right,3,RIGHT,/Users/Tobias/Desktop/Bachelorarbeit/Code/VoiceControll/Auswertung/data/soundfiles/115382ba-3712-4dac-b10e-0e97b9ff5c6c_2020-08-19_20-07-54/115382ba-3712-4dac-b10e-0e97b9ff5c6c_2020-08-19_20-07-54_move_right.wav,115382ba-3712-4dac-b10e-0e97b9ff5c6c_2020-08-19_20-07-54,34-37,polish,male
1106,fright,0,fright,8,RIGHT,/Users/Tobias/Desktop/Bachelorarbeit/Code/VoiceControll/Auswertung/data/soundfiles/115382ba-3712-4dac-b10e-0e97b9ff5c6c_2020-08-19_20-07-54/115382ba-3712-4dac-b10e-0e97b9ff5c6c_2020-08-19_20-07-54_fright.wav,115382ba-3712-4dac-b10e-0e97b9ff5c6c_2020-08-19_20-07-54,34-37,polish,male
1107,bad_word,0,bad word,9,BACKWARD,/Users/Tobias/Desktop/Bachelorarbeit/Code/VoiceControll/Auswertung/data/soundfiles/115382ba-3712-4dac-b10e-0e97b9ff5c6c_2020-08-19_20-07-54/115382ba-3712-4dac-b10e-0e97b9ff5c6c_2020-08-19_20-07-54_bad_word.wav,115382ba-3712-4dac-b10e-0e97b9ff5c6c_2020-08-19_20-07-54,34-37,polish,male
1108,go_right,1,go right,3,RIGHT,/Users/Tobias/Desktop/Bachelorarbeit/Code/VoiceControll/Auswertung/data/soundfiles/43411cfe-75bf-4a87-a29f-c911d9742dc6_2020-08-20_20-58-20/43411cfe-75bf-4a87-a29f-c911d9742dc6_2020-08-20_20-58-20_go_right.wav,43411cfe-75bf-4a87-a29f-c911d9742dc6_2020-08-20_20-58-20,30-33,german,male
1109,forward,1,forward,5,FORWARD,/Users/Tobias/Desktop/Bachelorarbeit/Code/VoiceControll/Auswertung/data/soundfiles/43411cfe-75bf-4a87-a29f-c911d9742dc6_2020-08-20_20-58-20/43411cfe-75bf-4a87-a29f-c911d9742dc6_2020-08-20_20-58-20_forward.wav,43411cfe-75bf-4a87-a29f-c911d9742dc6_2020-08-20_20-58-20,30-33,german,male
1110,right_away,0,right away,7,RIGHT,/Users/Tobias/Desktop/Bachelorarbeit/Code/VoiceControll/Auswertung/data/soundfiles/43411cfe-75bf-4a87-a29f-c911d9742dc6_2020-08-20_20-58-20/43411cfe-75bf-4a87-a29f-c911d9742dc6_2020-08-20_20-58-20_right_away.wav,43411cfe-75bf-4a87-a29f-c911d9742dc6_2020-08-20_20-58-20,30-33,german,male
1111,move_left,1,move left,3,LEFT,/Users/Tobias/Desktop/Bachelorarbeit/Code/VoiceControll/Auswertung/data/soundfiles/43411cfe-75bf-4a87-a29f-c911d9742dc6_2020-08-20_20-58-20/43411cfe-75bf-4a87-a29f-c911d9742dc6_2020-08-20_20-58-20_move_left.wav,43411cfe-75bf-4a87-a29f-c911d9742dc6_2020-08-20_20-58-20,30-33,german,male
1112,do_a_barrel_roll,1,do a barrel roll,7,NEUTRAL,/Users/Tobias/Desktop/Bachelorarbeit/Code/VoiceControll/Auswertung/data/soundfiles/43411cfe-75bf-4a87-a29f-c911d9742dc6_2020-08-20_20-58-20/43411cfe-75bf-4a87-a29f-c911d9742dc6_2020-08-20_20-58-20_do_a_barrel_roll.wav,43411cfe-75bf-4a87-a29f-c911d9742dc6_2020-08-20_20-58-20,30-33,german,male
1113,go_on,1,go on,7,NEUTRAL,/Users/Tobias/Desktop/Bachelorarbeit/Code/VoiceControll/Auswertung/data/soundfiles/43411cfe-75bf-4a87-a29f-c911d9742dc6_2020-08-20_20-58-20/43411cfe-75bf-4a87-a29f-c911d9742dc6_2020-08-20_20-58-20_go_on.wav,43411cfe-75bf-4a87-a29f-c911d9742dc6_2020-08-20_20-58-20,30-33,german,male
1114,air_fright,0,air fright,9,FORWARD,/Users/Tobias/Desktop/Bachelorarbeit/Code/VoiceControll/Auswertung/data/soundfiles/43411cfe-75bf-4a87-a29f-c911d9742dc6_2020-08-20_20-58-20/43411cfe-75bf-4a87-a29f-c911d9742dc6_2020-08-20_20-58-20_air_fright.wav,43411cfe-75bf-4a87-a29f-c911d9742dc6_2020-08-20_20-58-20,30-33,german,male
1115,stop,1,stop,7,NEUTRAL,/Users/Tobias/Desktop/Bachelorarbeit/Code/VoiceControll/Auswertung/data/soundfiles/43411cfe-75bf-4a87-a29f-c911d9742dc6_2020-08-20_20-58-20/43411cfe-75bf-4a87-a29f-c911d9742dc6_2020-08-20_20-58-20_stop.wav,43411cfe-75bf-4a87-a29f-c911d9742dc6_2020-08-20_20-58-20,30-33,german,male
1116,move_backward,1,move backward,3,BACKWARD,/Users/Tobias/Desktop/Bachelorarbeit/Code/VoiceControll/Auswertung/data/soundfiles/43411cfe-75bf-4a87-a29f-c911d9742dc6_2020-08-20_20-58-20/43411cfe-75bf-4a87-a29f-c911d9742dc6_2020-08-20_20-58-20_move_backward.wav,43411cfe-75bf-4a87-a29f-c911d9742dc6_2020-08-20_20-58-20,30-33,german,male
1117,straightforward,0,straightforward,7,FORWARD,/Users/Tobias/Desktop/Bachelorarbeit/Code/VoiceControll/Auswertung/data/soundfiles/43411cfe-75bf-4a87-a29f-c911d9742dc6_2020-08-20_20-58-20/43411cfe-75bf-4a87-a29f-c911d9742dc6_2020-08-20_20-58-20_straightforward.wav,43411cfe-75bf-4a87-a29f-c911d9742dc6_2020-08-20_20-58-20,30-33,german,male
1118,drive_backward,1,drive backward,3,BACKWARD,/Users/Tobias/Desktop/Bachelorarbeit/Code/VoiceControll/Auswertung/data/soundfiles/43411cfe-75bf-4a87-a29f-c911d9742dc6_2020-08-20_20-58-20/43411cfe-75bf-4a87-a29f-c911d9742dc6_2020-08-20_20-58-20_drive_backward.wav,43411cfe-75bf-4a87-a29f-c911d9742dc6_2020-08-20_20-58-20,30-33,german,male
1119,move_forward,1,move forward,3,FORWARD,/Users/Tobias/Desktop/Bachelorarbeit/Code/VoiceControll/Auswertung/data/soundfiles/43411cfe-75bf-4a87-a29f-c911d9742dc6_2020-08-20_20-58-20/43411cfe-75bf-4a87-a29f-c911d9742dc6_2020-08-20_20-58-20_move_forward.wav,43411cfe-75bf-4a87-a29f-c911d9742dc6_2020-08-20_20-58-20,30-33,german,male
1120,bad_word,0,bad word,9,BACKWARD,/Users/Tobias/Desktop/Bachelorarbeit/Code/VoiceControll/Auswertung/data/soundfiles/43411cfe-75bf-4a87-a29f-c911d9742dc6_2020-08-20_20-58-20/43411cfe-75bf-4a87-a29f-c911d9742dc6_2020-08-20_20-58-20_bad_word.wav,43411cfe-75bf-4a87-a29f-c911d9742dc6_2020-08-20_20-58-20,30-33,german,male
1121,fright,0,fright,8,RIGHT,/Users/Tobias/Desktop/Bachelorarbeit/Code/VoiceControll/Auswertung/data/soundfiles/43411cfe-75bf-4a87-a29f-c911d9742dc6_2020-08-20_20-58-20/43411cfe-75bf-4a87-a29f-c911d9742dc6_2020-08-20_20-58-20_fright.wav,43411cfe-75bf-4a87-a29f-c911d9742dc6_2020-08-20_20-58-20,30-33,german,male
1122,go_backward,1,go backward,3,BACKWARD,/Users/Tobias/Desktop/Bachelorarbeit/Code/VoiceControll/Auswertung/data/soundfiles/43411cfe-75bf-4a87-a29f-c911d9742dc6_2020-08-20_20-58-20/43411cfe-75bf-4a87-a29f-c911d9742dc6_2020-08-20_20-58-20_go_backward.wav,43411cfe-75bf-4a87-a29f-c911d9742dc6_2020-08-20_20-58-20,30-33,german,male
1123,drive_forward,1,drive forward,3,FORWARD,/Users/Tobias/Desktop/Bachelorarbeit/Code/VoiceControll/Auswertung/data/soundfiles/43411cfe-75bf-4a87-a29f-c911d9742dc6_2020-08-20_20-58-20/43411cfe-75bf-4a87-a29f-c911d9742dc6_2020-08-20_20-58-20_drive_forward.wav,43411cfe-75bf-4a87-a29f-c911d9742dc6_2020-08-20_20-58-20,30-33,german,male
1124,don_t_go_right,0,don't go right,6,RIGHT,/Users/Tobias/Desktop/Bachelorarbeit/Code/VoiceControll/Auswertung/data/soundfiles/43411cfe-75bf-4a87-a29f-c911d9742dc6_2020-08-20_20-58-20/43411cfe-75bf-4a87-a29f-c911d9742dc6_2020-08-20_20-58-20_don_t_go_right.wav,43411cfe-75bf-4a87-a29f-c911d9742dc6_2020-08-20_20-58-20,30-33,german,male
1125,turn_left,1,turn left,3,LEFT,/Users/Tobias/Desktop/Bachelorarbeit/Code/VoiceControll/Auswertung/data/soundfiles/43411cfe-75bf-4a87-a29f-c911d9742dc6_2020-08-20_20-58-20/43411cfe-75bf-4a87-a29f-c911d9742dc6_2020-08-20_20-58-20_turn_left.wav,43411cfe-75bf-4a87-a29f-c911d9742dc6_2020-08-20_20-58-20,30-33,german,male
1126,scan_right,0,scan right,7,RIGHT,/Users/Tobias/Desktop/Bachelorarbeit/Code/VoiceControll/Auswertung/data/soundfiles/43411cfe-75bf-4a87-a29f-c911d9742dc6_2020-08-20_20-58-20/43411cfe-75bf-4a87-a29f-c911d9742dc6_2020-08-20_20-58-20_scan_right.wav,43411cfe-75bf-4a87-a29f-c911d9742dc6_2020-08-20_20-58-20,30-33,german,male
1127,turn_right,0,turn right,3,RIGHT,/Users/Tobias/Desktop/Bachelorarbeit/Code/VoiceControll/Auswertung/data/soundfiles/43411cfe-75bf-4a87-a29f-c911d9742dc6_2020-08-20_20-58-20/43411cfe-75bf-4a87-a29f-c911d9742dc6_2020-08-20_20-58-20_turn_right.wav,43411cfe-75bf-4a87-a29f-c911d9742dc6_2020-08-20_20-58-20,30-33,german,male
1128,drive_right,1,drive right,3,RIGHT,/Users/Tobias/Desktop/Bachelorarbeit/Code/VoiceControll/Auswertung/data/soundfiles/43411cfe-75bf-4a87-a29f-c911d9742dc6_2020-08-20_20-58-20/43411cfe-75bf-4a87-a29f-c911d9742dc6_2020-08-20_20-58-20_drive_right.wav,43411cfe-75bf-4a87-a29f-c911d9742dc6_2020-08-20_20-58-20,30-33,german,male
1129,leftmost,0,leftmost,4,LEFT,/Users/Tobias/Desktop/Bachelorarbeit/Code/VoiceControll/Auswertung/data/soundfiles/43411cfe-75bf-4a87-a29f-c911d9742dc6_2020-08-20_20-58-20/43411cfe-75bf-4a87-a29f-c911d9742dc6_2020-08-20_20-58-20_leftmost.wav,43411cfe-75bf-4a87-a29f-c911d9742dc6_2020-08-20_20-58-20,30-33,german,male
1130,don_t_go_forward,0,don't go forward,6,FORWARD,/Users/Tobias/Desktop/Bachelorarbeit/Code/VoiceControll/Auswertung/data/soundfiles/43411cfe-75bf-4a87-a29f-c911d9742dc6_2020-08-20_20-58-20/43411cfe-75bf-4a87-a29f-c911d9742dc6_2020-08-20_20-58-20_don_t_go_forward.wav,43411cfe-75bf-4a87-a29f-c911d9742dc6_2020-08-20_20-58-20,30-33,german,male
1131,go_away,1,go away,7,NEUTRAL,/Users/Tobias/Desktop/Bachelorarbeit/Code/VoiceControll/Auswertung/data/soundfiles/43411cfe-75bf-4a87-a29f-c911d9742dc6_2020-08-20_20-58-20/43411cfe-75bf-4a87-a29f-c911d9742dc6_2020-08-20_20-58-20_go_away.wav,43411cfe-75bf-4a87-a29f-c911d9742dc6_2020-08-20_20-58-20,30-33,german,male
